CCAA,date,cases,ccaa
CT,2020-06-05,165,Cataluña
EX,2020-06-05,0,Extremadura
GA,2020-06-05,4,Galicia
IB,2020-06-05,1,Baleares
MC,2020-06-05,1,Murcia
MD,2020-06-05,103,Madrid
ML,2020-06-05,0,Melilla
NC,2020-06-05,6,Navarra
PV,2020-06-05,11,País Vasco
RI,2020-06-05,2,La Rioja
VC,2020-06-05,8,C. Valenciana
AN,2020-06-06,4,Andalucía
AR,2020-06-06,6,Aragón
AS,2020-06-06,2,Asturias
CB,2020-06-06,0,Cantabria
CE,2020-06-06,0,Ceuta
CL,2020-06-06,12,CyL
CM,2020-06-06,14,CLM
CN,2020-06-06,4,Canarias
CT,2020-06-06,65,Cataluña
EX,2020-06-06,0,Extremadura
GA,2020-06-06,1,Galicia
IB,2020-06-06,2,Baleares
MC,2020-06-06,3,Murcia
MD,2020-06-06,51,Madrid
ML,2020-06-06,0,Melilla
NC,2020-06-06,1,Navarra
PV,2020-06-06,12,País Vasco
RI,2020-06-06,2,La Rioja
VC,2020-06-06,8,C. Valenciana
AN,2020-06-07,2,Andalucía
AR,2020-06-07,5,Aragón
AS,2020-06-07,1,Asturias
CB,2020-06-07,3,Cantabria
CE,2020-06-07,0,Ceuta
CL,2020-06-07,12,CyL
CM,2020-06-07,14,CLM
CN,2020-06-07,1,Canarias
CT,2020-06-07,52,Cataluña
EX,2020-06-07,4,Extremadura
GA,2020-06-07,2,Galicia
IB,2020-06-07,3,Baleares
MC,2020-06-07,0,Murcia
MD,2020-06-07,38,Madrid
ML,2020-06-07,0,Melilla
NC,2020-06-07,2,Navarra
PV,2020-06-07,21,País Vasco
RI,2020-06-07,1,La Rioja
VC,2020-06-07,7,C. Valenciana
AN,2020-06-08,6,Andalucía
AR,2020-06-08,6,Aragón
AS,2020-06-08,0,Asturias
CB,2020-06-08,1,Cantabria
CE,2020-06-08,0,Ceuta
CL,2020-06-08,34,CyL
CM,2020-06-08,33,CLM
CN,2020-06-08,2,Canarias
CT,2020-06-08,104,Cataluña
EX,2020-06-08,1,Extremadura
GA,2020-06-08,4,Galicia
IB,2020-06-08,2,Baleares
MC,2020-06-08,2,Murcia
MD,2020-06-08,109,Madrid
ML,2020-06-08,0,Melilla
NC,2020-06-08,0,Navarra
PV,2020-06-08,15,País Vasco
RI,2020-06-08,0,La Rioja
VC,2020-06-08,5,C. Valenciana
AN,2020-06-09,7,Andalucía
AR,2020-06-09,11,Aragón
AS,2020-06-09,0,Asturias
CB,2020-06-09,0,Cantabria
CE,2020-06-09,0,Ceuta
CL,2020-06-09,26,CyL
CM,2020-06-09,22,CLM
CN,2020-06-09,2,Canarias
CT,2020-06-09,85,Cataluña
EX,2020-06-09,2,Extremadura
GA,2020-06-09,1,Galicia
IB,2020-06-09,1,Baleares
MC,2020-06-09,2,Murcia
MD,2020-06-09,77,Madrid
ML,2020-06-09,1,Melilla
NC,2020-06-09,4,Navarra
PV,2020-06-09,12,País Vasco
RI,2020-06-09,1,La Rioja
VC,2020-06-09,9,C. Valenciana
AN,2020-06-10,6,Andalucía
AR,2020-06-10,3,Aragón
AS,2020-06-10,0,Asturias
CB,2020-06-10,1,Cantabria
CE,2020-06-10,0,Ceuta
CL,2020-06-10,18,CyL
CM,2020-06-10,20,CLM
CN,2020-06-10,2,Canarias
CT,2020-06-10,111,Cataluña
EX,2020-06-10,1,Extremadura
GA,2020-06-10,1,Galicia
IB,2020-06-10,3,Baleares
MC,2020-06-10,1,Murcia
MD,2020-06-10,89,Madrid
ML,2020-06-10,0,Melilla
NC,2020-06-10,4,Navarra
PV,2020-06-10,7,País Vasco
RI,2020-06-10,0,La Rioja
VC,2020-06-10,3,C. Valenciana
AN,2020-06-11,3,Andalucía
AR,2020-06-11,6,Aragón
AS,2020-06-11,3,Asturias
CB,2020-06-11,3,Cantabria
CE,2020-06-11,0,Ceuta
CL,2020-06-11,17,CyL
CM,2020-06-11,10,CLM
CN,2020-06-11,2,Canarias
CT,2020-06-11,102,Cataluña
EX,2020-06-11,0,Extremadura
GA,2020-06-11,2,Galicia
IB,2020-06-11,4,Baleares
MC,2020-06-11,0,Murcia
MD,2020-06-11,56,Madrid
ML,2020-06-11,0,Melilla
NC,2020-06-11,2,Navarra
PV,2020-06-11,10,País Vasco
RI,2020-06-11,1,La Rioja
VC,2020-06-11,10,C. Valenciana
AN,2020-06-12,4,Andalucía
AR,2020-06-12,4,Aragón
AS,2020-06-12,0,Asturias
CB,2020-06-12,2,Cantabria
CE,2020-06-12,0,Ceuta
CL,2020-06-12,21,CyL
CM,2020-06-12,20,CLM
CN,2020-06-12,3,Canarias
CT,2020-06-12,102,Cataluña
EX,2020-06-12,1,Extremadura
GA,2020-06-12,2,Galicia
IB,2020-06-12,6,Baleares
MC,2020-06-12,0,Murcia
MD,2020-06-12,110,Madrid
ML,2020-06-12,0,Melilla
NC,2020-06-12,1,Navarra
PV,2020-06-12,15,País Vasco
RI,2020-06-12,0,La Rioja
VC,2020-06-12,11,C. Valenciana
AN,2020-06-13,4,Andalucía
AR,2020-06-13,6,Aragón
AS,2020-06-13,0,Asturias
CB,2020-06-13,1,Cantabria
CE,2020-06-13,0,Ceuta
CL,2020-06-13,12,CyL
CM,2020-06-13,9,CLM
CN,2020-06-13,2,Canarias
CT,2020-06-13,33,Cataluña
EX,2020-06-13,1,Extremadura
GA,2020-06-13,0,Galicia
IB,2020-06-13,2,Baleares
MC,2020-06-13,1,Murcia
MD,2020-06-13,20,Madrid
ML,2020-06-13,0,Melilla
NC,2020-06-13,1,Navarra
PV,2020-06-13,8,País Vasco
RI,2020-06-13,2,La Rioja
VC,2020-06-13,3,C. Valenciana
AN,2020-06-14,3,Andalucía
AR,2020-06-14,3,Aragón
AS,2020-06-14,0,Asturias
CB,2020-06-14,2,Cantabria
CE,2020-06-14,0,Ceuta
CL,2020-06-14,7,CyL
CM,2020-06-14,12,CLM
CN,2020-06-14,1,Canarias
CT,2020-06-14,38,Cataluña
EX,2020-06-14,0,Extremadura
GA,2020-06-14,1,Galicia
IB,2020-06-14,4,Baleares
MC,2020-06-14,3,Murcia
MD,2020-06-14,37,Madrid
ML,2020-06-14,0,Melilla
NC,2020-06-14,2,Navarra
PV,2020-06-14,6,País Vasco
RI,2020-06-14,1,La Rioja
VC,2020-06-14,1,C. Valenciana
AN,2020-06-15,7,Andalucía
AR,2020-06-15,8,Aragón
AS,2020-06-15,0,Asturias
CB,2020-06-15,1,Cantabria
CE,2020-06-15,0,Ceuta
CL,2020-06-15,15,CyL
CM,2020-06-15,13,CLM
CN,2020-06-15,1,Canarias
CT,2020-06-15,76,Cataluña
EX,2020-06-15,5,Extremadura
GA,2020-06-15,3,Galicia
IB,2020-06-15,3,Baleares
MC,2020-06-15,2,Murcia
MD,2020-06-15,100,Madrid
ML,2020-06-15,1,Melilla
NC,2020-06-15,4,Navarra
PV,2020-06-15,14,País Vasco
RI,2020-06-15,0,La Rioja
VC,2020-06-15,11,C. Valenciana
AN,2020-06-16,9,Andalucía
AR,2020-06-16,8,Aragón
AS,2020-06-16,0,Asturias
CB,2020-06-16,2,Cantabria
CE,2020-06-16,0,Ceuta
CL,2020-06-16,41,CyL
CM,2020-06-16,21,CLM
CN,2020-06-16,2,Canarias
CT,2020-06-16,74,Cataluña
EX,2020-06-16,2,Extremadura
GA,2020-06-16,0,Galicia
IB,2020-06-16,4,Baleares
MC,2020-06-16,1,Murcia
MD,2020-06-16,52,Madrid
ML,2020-06-16,0,Melilla
NC,2020-06-16,12,Navarra
PV,2020-06-16,10,País Vasco
RI,2020-06-16,1,La Rioja
VC,2020-06-16,10,C. Valenciana
AN,2020-06-17,10,Andalucía
AR,2020-06-17,6,Aragón
AS,2020-06-17,0,Asturias
CB,2020-06-17,3,Cantabria
CE,2020-06-17,0,Ceuta
CL,2020-06-17,18,CyL
CM,2020-06-17,16,CLM
CN,2020-06-17,14,Canarias
CT,2020-06-17,93,Cataluña
EX,2020-06-17,7,Extremadura
GA,2020-06-17,4,Galicia
IB,2020-06-17,4,Baleares
MC,2020-06-17,2,Murcia
MD,2020-06-17,63,Madrid
ML,2020-06-17,0,Melilla
NC,2020-06-17,3,Navarra
PV,2020-06-17,8,País Vasco
RI,2020-06-17,0,La Rioja
VC,2020-06-17,8,C. Valenciana
AN,2020-06-18,24,Andalucía
AR,2020-06-18,16,Aragón
AS,2020-06-18,0,Asturias
CB,2020-06-18,5,Cantabria
CE,2020-06-18,0,Ceuta
CL,2020-06-18,11,CyL
CM,2020-06-18,12,CLM
CN,2020-06-18,0,Canarias
CT,2020-06-18,100,Cataluña
EX,2020-06-18,4,Extremadura
GA,2020-06-18,0,Galicia
IB,2020-06-18,5,Baleares
MC,2020-06-18,2,Murcia
MD,2020-06-18,76,Madrid
ML,2020-06-18,0,Melilla
NC,2020-06-18,6,Navarra
PV,2020-06-18,12,País Vasco
RI,2020-06-18,1,La Rioja
VC,2020-06-18,8,C. Valenciana
AN,2020-06-19,11,Andalucía
AR,2020-06-19,27,Aragón
AS,2020-06-19,0,Asturias
CB,2020-06-19,0,Cantabria
CE,2020-06-19,0,Ceuta
CL,2020-06-19,14,CyL
CM,2020-06-19,15,CLM
CN,2020-06-19,1,Canarias
CT,2020-06-19,88,Cataluña
EX,2020-06-19,2,Extremadura
GA,2020-06-19,1,Galicia
IB,2020-06-19,8,Baleares
MC,2020-06-19,3,Murcia
MD,2020-06-19,61,Madrid
ML,2020-06-19,0,Melilla
NC,2020-06-19,7,Navarra
PV,2020-06-19,11,País Vasco
RI,2020-06-19,0,La Rioja
VC,2020-06-19,10,C. Valenciana
AN,2020-06-20,15,Andalucía
AR,2020-06-20,29,Aragón
AS,2020-06-20,0,Asturias
CB,2020-06-20,3,Cantabria
CE,2020-06-20,0,Ceuta
CL,2020-06-20,15,CyL
CM,2020-06-20,20,CLM
CN,2020-06-20,11,Canarias
CT,2020-06-20,77,Cataluña
EX,2020-06-20,1,Extremadura
GA,2020-06-20,7,Galicia
IB,2020-06-20,3,Baleares
MC,2020-06-20,3,Murcia
MD,2020-06-20,50,Madrid
ML,2020-06-20,0,Melilla
NC,2020-06-20,5,Navarra
PV,2020-06-20,4,País Vasco
RI,2020-06-20,1,La Rioja
VC,2020-06-20,6,C. Valenciana
AN,2020-06-21,10,Andalucía
AR,2020-06-21,41,Aragón
AS,2020-06-21,0,Asturias
CB,2020-06-21,2,Cantabria
CE,2020-06-21,0,Ceuta
CL,2020-06-21,6,CyL
CM,2020-06-21,16,CLM
CN,2020-06-21,1,Canarias
CT,2020-06-21,66,Cataluña
EX,2020-06-21,5,Extremadura
GA,2020-06-21,3,Galicia
IB,2020-06-21,1,Baleares
MC,2020-06-21,3,Murcia
MD,2020-06-21,32,Madrid
ML,2020-06-21,2,Melilla
NC,2020-06-21,18,Navarra
PV,2020-06-21,6,País Vasco
RI,2020-06-21,0,La Rioja
VC,2020-06-21,9,C. Valenciana
AN,2020-06-22,16,Andalucía
AR,2020-06-22,56,Aragón
AS,2020-06-22,0,Asturias
CB,2020-06-22,1,Cantabria
CE,2020-06-22,0,Ceuta
CL,2020-06-22,14,CyL
CM,2020-06-22,8,CLM
CN,2020-06-22,0,Canarias
CT,2020-06-22,113,Cataluña
EX,2020-06-22,1,Extremadura
GA,2020-06-22,0,Galicia
IB,2020-06-22,1,Baleares
MC,2020-06-22,3,Murcia
MD,2020-06-22,37,Madrid
ML,2020-06-22,0,Melilla
NC,2020-06-22,16,Navarra
PV,2020-06-22,7,País Vasco
RI,2020-06-22,0,La Rioja
VC,2020-06-22,7,C. Valenciana
AN,2020-06-23,13,Andalucía
AR,2020-06-23,47,Aragón
AS,2020-06-23,0,Asturias
CB,2020-06-23,2,Cantabria
CE,2020-06-23,0,Ceuta
CL,2020-06-23,30,CyL
CM,2020-06-23,14,CLM
CN,2020-06-23,6,Canarias
CT,2020-06-23,114,Cataluña
EX,2020-06-23,6,Extremadura
GA,2020-06-23,5,Galicia
IB,2020-06-23,5,Baleares
MC,2020-06-23,5,Murcia
MD,2020-06-23,54,Madrid
ML,2020-06-23,0,Melilla
NC,2020-06-23,11,Navarra
PV,2020-06-23,5,País Vasco
RI,2020-06-23,1,La Rioja
VC,2020-06-23,11,C. Valenciana
AN,2020-06-24,94,Andalucía
AR,2020-06-24,61,Aragón
AS,2020-06-24,0,Asturias
CB,2020-06-24,2,Cantabria
CE,2020-06-24,0,Ceuta
CL,2020-06-24,15,CyL
CM,2020-06-24,21,CLM
CN,2020-06-24,1,Canarias
CT,2020-06-24,82,Cataluña
EX,2020-06-24,1,Extremadura
GA,2020-06-24,5,Galicia
IB,2020-06-24,3,Baleares
MC,2020-06-24,7,Murcia
MD,2020-06-24,34,Madrid
ML,2020-06-24,0,Melilla
NC,2020-06-24,8,Navarra
PV,2020-06-24,13,País Vasco
RI,2020-06-24,1,La Rioja
VC,2020-06-24,7,C. Valenciana
AN,2020-06-25,22,Andalucía
AR,2020-06-25,47,Aragón
AS,2020-06-25,0,Asturias
CB,2020-06-25,0,Cantabria
CE,2020-06-25,0,Ceuta
CL,2020-06-25,14,CyL
CM,2020-06-25,17,CLM
CN,2020-06-25,1,Canarias
CT,2020-06-25,128,Cataluña
EX,2020-06-25,4,Extremadura
GA,2020-06-25,8,Galicia
IB,2020-06-25,1,Baleares
MC,2020-06-25,5,Murcia
MD,2020-06-25,53,Madrid
ML,2020-06-25,0,Melilla
NC,2020-06-25,5,Navarra
PV,2020-06-25,5,País Vasco
RI,2020-06-25,0,La Rioja
VC,2020-06-25,7,C. Valenciana
AN,2020-06-26,18,Andalucía
AR,2020-06-26,22,Aragón
AS,2020-06-26,0,Asturias
CB,2020-06-26,3,Cantabria
CE,2020-06-26,0,Ceuta
CL,2020-06-26,16,CyL
CM,2020-06-26,27,CLM
CN,2020-06-26,1,Canarias
CT,2020-06-26,197,Cataluña
EX,2020-06-26,0,Extremadura
GA,2020-06-26,4,Galicia
IB,2020-06-26,9,Baleares
MC,2020-06-26,6,Murcia
MD,2020-06-26,58,Madrid
ML,2020-06-26,0,Melilla
NC,2020-06-26,5,Navarra
PV,2020-06-26,10,País Vasco
RI,2020-06-26,0,La Rioja
VC,2020-06-26,12,C. Valenciana
AN,2020-06-27,14,Andalucía
AR,2020-06-27,56,Aragón
AS,2020-06-27,0,Asturias
CB,2020-06-27,2,Cantabria
CE,2020-06-27,0,Ceuta
CL,2020-06-27,13,CyL
CM,2020-06-27,19,CLM
CN,2020-06-27,0,Canarias
CT,2020-06-27,106,Cataluña
EX,2020-06-27,5,Extremadura
GA,2020-06-27,9,Galicia
IB,2020-06-27,5,Baleares
MC,2020-06-27,6,Murcia
MD,2020-06-27,27,Madrid
ML,2020-06-27,0,Melilla
NC,2020-06-27,7,Navarra
PV,2020-06-27,5,País Vasco
RI,2020-06-27,0,La Rioja
VC,2020-06-27,13,C. Valenciana
AN,2020-06-28,27,Andalucía
AR,2020-06-28,15,Aragón
AS,2020-06-28,0,Asturias
CB,2020-06-28,0,Cantabria
CE,2020-06-28,0,Ceuta
CL,2020-06-28,5,CyL
CM,2020-06-28,11,CLM
CN,2020-06-28,0,Canarias
CT,2020-06-28,102,Cataluña
EX,2020-06-28,3,Extremadura
GA,2020-06-28,11,Galicia
IB,2020-06-28,5,Baleares
MC,2020-06-28,3,Murcia
MD,2020-06-28,22,Madrid
ML,2020-06-28,0,Melilla
NC,2020-06-28,3,Navarra
PV,2020-06-28,7,País Vasco
RI,2020-06-28,1,La Rioja
VC,2020-06-28,14,C. Valenciana
AN,2020-06-29,22,Andalucía
AR,2020-06-29,20,Aragón
AS,2020-06-29,0,Asturias
CB,2020-06-29,0,Cantabria
CE,2020-06-29,0,Ceuta
CL,2020-06-29,11,CyL
CM,2020-06-29,11,CLM
CN,2020-06-29,0,Canarias
CT,2020-06-29,160,Cataluña
EX,2020-06-29,5,Extremadura
GA,2020-06-29,9,Galicia
IB,2020-06-29,8,Baleares
MC,2020-06-29,10,Murcia
MD,2020-06-29,42,Madrid
ML,2020-06-29,0,Melilla
NC,2020-06-29,1,Navarra
PV,2020-06-29,8,País Vasco
RI,2020-06-29,1,La Rioja
VC,2020-06-29,17,C. Valenciana
AN,2020-06-30,24,Andalucía
AR,2020-06-30,31,Aragón
AS,2020-06-30,0,Asturias
CB,2020-06-30,1,Cantabria
CE,2020-06-30,0,Ceuta
CL,2020-06-30,13,CyL
CM,2020-06-30,12,CLM
CN,2020-06-30,5,Canarias
CT,2020-06-30,158,Cataluña
EX,2020-06-30,7,Extremadura
GA,2020-06-30,20,Galicia
IB,2020-06-30,3,Baleares
MC,2020-06-30,2,Murcia
MD,2020-06-30,63,Madrid
ML,2020-06-30,0,Melilla
NC,2020-06-30,2,Navarra
PV,2020-06-30,14,País Vasco
RI,2020-06-30,0,La Rioja
VC,2020-06-30,16,C. Valenciana
AN,2020-07-01,19,Andalucía
AR,2020-07-01,32,Aragón
AS,2020-07-01,1,Asturias
CB,2020-07-01,1,Cantabria
CE,2020-07-01,0,Ceuta
CL,2020-07-01,9,CyL
CM,2020-07-01,17,CLM
CN,2020-07-01,4,Canarias
CT,2020-07-01,257,Cataluña
EX,2020-07-01,9,Extremadura
GA,2020-07-01,12,Galicia
IB,2020-07-01,4,Baleares
MC,2020-07-01,4,Murcia
MD,2020-07-01,39,Madrid
ML,2020-07-01,0,Melilla
NC,2020-07-01,6,Navarra
PV,2020-07-01,6,País Vasco
RI,2020-07-01,0,La Rioja
VC,2020-07-01,19,C. Valenciana
AN,2020-07-02,14,Andalucía
AR,2020-07-02,25,Aragón
AS,2020-07-02,0,Asturias
CB,2020-07-02,0,Cantabria
CE,2020-07-02,0,Ceuta
CL,2020-07-02,8,CyL
CM,2020-07-02,15,CLM
CN,2020-07-02,1,Canarias
CT,2020-07-02,223,Cataluña
EX,2020-07-02,4,Extremadura
GA,2020-07-02,23,Galicia
IB,2020-07-02,2,Baleares
MC,2020-07-02,1,Murcia
MD,2020-07-02,31,Madrid
ML,2020-07-02,0,Melilla
NC,2020-07-02,4,Navarra
PV,2020-07-02,8,País Vasco
RI,2020-07-02,0,La Rioja
VC,2020-07-02,20,C. Valenciana
AN,2020-07-03,25,Andalucía
AR,2020-07-03,43,Aragón
AS,2020-07-03,0,Asturias
CB,2020-07-03,3,Cantabria
CE,2020-07-03,0,Ceuta
CL,2020-07-03,13,CyL
CM,2020-07-03,20,CLM
CN,2020-07-03,2,Canarias
CT,2020-07-03,261,Cataluña
EX,2020-07-03,8,Extremadura
GA,2020-07-03,32,Galicia
IB,2020-07-03,4,Baleares
MC,2020-07-03,2,Murcia
MD,2020-07-03,51,Madrid
ML,2020-07-03,0,Melilla
NC,2020-07-03,6,Navarra
PV,2020-07-03,13,País Vasco
RI,2020-07-03,0,La Rioja
VC,2020-07-03,14,C. Valenciana
AN,2020-07-04,24,Andalucía
AR,2020-07-04,26,Aragón
AS,2020-07-04,0,Asturias
CB,2020-07-04,0,Cantabria
CE,2020-07-04,0,Ceuta
CL,2020-07-04,7,CyL
CM,2020-07-04,19,CLM
CN,2020-07-04,3,Canarias
CT,2020-07-04,204,Cataluña
EX,2020-07-04,4,Extremadura
GA,2020-07-04,16,Galicia
IB,2020-07-04,3,Baleares
MC,2020-07-04,5,Murcia
MD,2020-07-04,21,Madrid
ML,2020-07-04,0,Melilla
NC,2020-07-04,5,Navarra
PV,2020-07-04,6,País Vasco
RI,2020-07-04,0,La Rioja
VC,2020-07-04,5,C. Valenciana
AN,2020-07-05,15,Andalucía
AR,2020-07-05,29,Aragón
AS,2020-07-05,0,Asturias
CB,2020-07-05,2,Cantabria
CE,2020-07-05,0,Ceuta
CL,2020-07-05,2,CyL
CM,2020-07-05,14,CLM
CN,2020-07-05,0,Canarias
CT,2020-07-05,195,Cataluña
EX,2020-07-05,6,Extremadura
GA,2020-07-05,11,Galicia
IB,2020-07-05,3,Baleares
MC,2020-07-05,4,Murcia
MD,2020-07-05,28,Madrid
ML,2020-07-05,0,Melilla
NC,2020-07-05,0,Navarra
PV,2020-07-05,14,País Vasco
RI,2020-07-05,1,La Rioja
VC,2020-07-05,10,C. Valenciana
AN,2020-07-06,19,Andalucía
AR,2020-07-06,46,Aragón
AS,2020-07-06,0,Asturias
CB,2020-07-06,0,Cantabria
CE,2020-07-06,0,Ceuta
CL,2020-07-06,8,CyL
CM,2020-07-06,13,CLM
CN,2020-07-06,1,Canarias
CT,2020-07-06,269,Cataluña
EX,2020-07-06,2,Extremadura
GA,2020-07-06,17,Galicia
IB,2020-07-06,4,Baleares
MC,2020-07-06,4,Murcia
MD,2020-07-06,45,Madrid
ML,2020-07-06,0,Melilla
NC,2020-07-06,10,Navarra
PV,2020-07-06,24,País Vasco
RI,2020-07-06,0,La Rioja
VC,2020-07-06,14,C. Valenciana
AN,2020-07-07,25,Andalucía
AR,2020-07-07,64,Aragón
AS,2020-07-07,0,Asturias
CB,2020-07-07,0,Cantabria
CE,2020-07-07,0,Ceuta
CL,2020-07-07,9,CyL
CM,2020-07-07,4,CLM
CN,2020-07-07,3,Canarias
CT,2020-07-07,325,Cataluña
EX,2020-07-07,13,Extremadura
GA,2020-07-07,34,Galicia
IB,2020-07-07,1,Baleares
MC,2020-07-07,9,Murcia
MD,2020-07-07,46,Madrid
ML,2020-07-07,0,Melilla
NC,2020-07-07,12,Navarra
PV,2020-07-07,24,País Vasco
RI,2020-07-07,5,La Rioja
VC,2020-07-07,20,C. Valenciana
AN,2020-07-08,45,Andalucía
AR,2020-07-08,48,Aragón
AS,2020-07-08,2,Asturias
CB,2020-07-08,2,Cantabria
CE,2020-07-08,0,Ceuta
CL,2020-07-08,8,CyL
CM,2020-07-08,15,CLM
CN,2020-07-08,8,Canarias
CT,2020-07-08,367,Cataluña
EX,2020-07-08,5,Extremadura
GA,2020-07-08,24,Galicia
IB,2020-07-08,4,Baleares
MC,2020-07-08,9,Murcia
MD,2020-07-08,46,Madrid
ML,2020-07-08,0,Melilla
NC,2020-07-08,8,Navarra
PV,2020-07-08,30,País Vasco
RI,2020-07-08,4,La Rioja
VC,2020-07-08,21,C. Valenciana
AN,2020-07-09,33,Andalucía
AR,2020-07-09,46,Aragón
AS,2020-07-09,0,Asturias
CB,2020-07-09,1,Cantabria
CE,2020-07-09,0,Ceuta
CL,2020-07-09,6,CyL
CM,2020-07-09,17,CLM
CN,2020-07-09,4,Canarias
CT,2020-07-09,323,Cataluña
EX,2020-07-09,24,Extremadura
GA,2020-07-09,18,Galicia
IB,2020-07-09,4,Baleares
MC,2020-07-09,2,Murcia
MD,2020-07-09,37,Madrid
ML,2020-07-09,0,Melilla
NC,2020-07-09,29,Navarra
PV,2020-07-09,25,País Vasco
RI,2020-07-09,1,La Rioja
VC,2020-07-09,15,C. Valenciana
AN,2020-07-10,45,Andalucía
AR,2020-07-10,63,Aragón
AS,2020-07-10,1,Asturias
CB,2020-07-10,1,Cantabria
CE,2020-07-10,0,Ceuta
CL,2020-07-10,14,CyL
CM,2020-07-10,12,CLM
CN,2020-07-10,1,Canarias
CT,2020-07-10,386,Cataluña
EX,2020-07-10,45,Extremadura
GA,2020-07-10,7,Galicia
IB,2020-07-10,4,Baleares
MC,2020-07-10,3,Murcia
MD,2020-07-10,39,Madrid
ML,2020-07-10,0,Melilla
NC,2020-07-10,16,Navarra
PV,2020-07-10,19,País Vasco
RI,2020-07-10,9,La Rioja
VC,2020-07-10,21,C. Valenciana
AN,2020-07-11,36,Andalucía
AR,2020-07-11,143,Aragón
AS,2020-07-11,3,Asturias
CB,2020-07-11,1,Cantabria
CE,2020-07-11,0,Ceuta
CL,2020-07-11,11,CyL
CM,2020-07-11,11,CLM
CN,2020-07-11,0,Canarias
CT,2020-07-11,173,Cataluña
EX,2020-07-11,18,Extremadura
GA,2020-07-11,12,Galicia
IB,2020-07-11,3,Baleares
MC,2020-07-11,11,Murcia
MD,2020-07-11,54,Madrid
ML,2020-07-11,0,Melilla
NC,2020-07-11,26,Navarra
PV,2020-07-11,14,País Vasco
RI,2020-07-11,3,La Rioja
VC,2020-07-11,15,C. Valenciana
AN,2020-07-12,14,Andalucía
AR,2020-07-12,37,Aragón
AS,2020-07-12,0,Asturias
CB,2020-07-12,2,Cantabria
CE,2020-07-12,0,Ceuta
CL,2020-07-12,5,CyL
CM,2020-07-12,17,CLM
CN,2020-07-12,4,Canarias
CT,2020-07-12,123,Cataluña
EX,2020-07-12,12,Extremadura
GA,2020-07-12,2,Galicia
IB,2020-07-12,2,Baleares
MC,2020-07-12,3,Murcia
MD,2020-07-12,5,Madrid
ML,2020-07-12,1,Melilla
NC,2020-07-12,17,Navarra
PV,2020-07-12,17,País Vasco
RI,2020-07-12,2,La Rioja
VC,2020-07-12,6,C. Valenciana
