Nombres de la población. 2018
Catalunya
"Fuente: Idescat, a partir del Registro de población de Cataluña."
Nota: ‰ calculado sobre el total de la población en la década seleccionada.
Nota: Sólo se muestran los nombres de frecuencia igual o superior a 4.
Institut d'Estadística de Catalunya
http://www.idescat.cat/noms/?lang=es
Pos.,Sexo,Nombre,Ranking. Frecuencia,Ranking. ‰
08206,M,TATIANA MARIA/TATIANA MARÍA,30,0.00
08206,H,TOMÀS MANUEL/TOMÁS MANUEL,30,0.00
08206,H,TSVETAN,30,0.00
08206,H,ULISSES,30,0.00
08206,M,URSULA MARIA,30,0.00
08206,M,VANESSA ALEXANDRA,30,0.00
08206,M,VENERANDA,30,0.00
08206,M,VICKY,30,0.00
08206,M,VIDALINA,30,0.00
08206,H,VITOR,30,0.00
08206,H,VÍCTOR ENRIQUE,30,0.00
08206,H,WAGNER,30,0.00
08206,H,WILBER,30,0.00
08206,H,WU,30,0.00
08206,H,XABI,30,0.00
08206,M,XIUYING,30,0.00
08206,M,YAROSLAVA,30,0.00
08206,H,YOSSEF,30,0.00
08206,H,YOUNESSE,30,0.00
08206,H,YOUSAF,30,0.00
08206,M,YUTING,30,0.00
08206,M,YUXUAN,30,0.00
08206,M,ZOLIKHA,30,0.00
08206,H,ÓSCAR RAUL,30,0.00
08426,H,ABDELKABIR,29,0.00
08426,H,ABDOU AZIZ,29,0.00
08426,H,ABDUR,29,0.00
08426,H,ADRIÁN MARCELO,29,0.00
08426,M,AIZHEN,29,0.00
08426,M,AKSANA,29,0.00
08426,H,ALBEIRO,29,0.00
08426,H,ALBERT JOAN,29,0.00
08426,H,ALEJANDRO ANDRÉS,29,0.00
08426,H,ALEJANDRO JORGE,29,0.00
08426,M,ALESIA,29,0.00
08426,H,ALFREDO JAVIER,29,0.00
08426,H,ALFREDO MANUEL,29,0.00
08426,M,ALIS,29,0.00
08426,M,ALIX,29,0.00
08426,H,ALLEN,29,0.00
08426,M,ANA GRACIELA,29,0.00
08426,M,ANA LUIZA,29,0.00
08426,M,ANCA MARIA,29,0.00
08426,M,ANKE,29,0.00
08426,M,ANNA BETLEM,29,0.00
08426,M,ANTA,29,0.00
08426,M,ANTONIA CARMEN,29,0.00
08426,H,ANTONIO CESAR,29,0.00
08426,H,ARFANG,29,0.00
08426,M,ARHIMOU,29,0.00
08426,H,AZ EDDINE,29,0.00
08426,H,CARLOS PATRICIO,29,0.00
08426,H,CARLOS RUBÈN/CARLOS RUBÉN,29,0.00
08426,H,CARLOS VICTOR,29,0.00
08426,M,CARMEN JESUS,29,0.00
08426,M,CAÑOS SANTOS,29,0.00
08426,M,CECILIA ANDREA,29,0.00
08426,H,CESARE,29,0.00
08426,H,CHARAF EDDINE,29,0.00
08426,H,CLAUDIO MARCELO,29,0.00
08426,M,CRISTINA ANA,29,0.00
08426,H,DANIEL GUSTAVO,29,0.00
08426,M,DANIELA FERNANDA,29,0.00
08426,H,DAVID MICHAEL,29,0.00
08426,M,DENISA MARIA/DENISA MARÍA,29,0.00
08426,M,DIANA ALEJANDRA,29,0.00
08426,H,DIEGO EDUARDO,29,0.00
08426,H,DINO,29,0.00
08426,M,EDELWEISS,29,0.00
08426,H,EL HOUSSEIN,29,0.00
08426,M,ELISABETE,29,0.00
08426,H,ENDIKA,29,0.00
08426,H,ENRIC JOSEP,29,0.00
08426,M,ERIKA PAOLA,29,0.00
08426,M,ESPERANZA MACARENA,29,0.00
08426,H,ESTEFANO,29,0.00
08426,M,ESTELLE,29,0.00
08426,H,EZIO,29,0.00
08426,H,FABRICE,29,0.00
08426,H,FAYYAZ,29,0.00
08426,H,FERNANDO ARIEL,29,0.00
08426,H,FERRAN JOSEP,29,0.00
08426,H,FODIE,29,0.00
08426,H,FRANCESC ANTONI,29,0.00
08426,M,FRANCISCA CARMEN,29,0.00
08426,M,FRANCISCA DE PAULA,29,0.00
08426,M,FRANCISCA ROSA,29,0.00
08426,H,FRANCISCO EMILIO,29,0.00
08426,H,FRANCISCO ESTEBAN,29,0.00
08426,H,FRANCISCO NICOLÀS/FRANCISCO NICOLÁS,29,0.00
08426,H,GABRIEL FERNANDO,29,0.00
08426,H,GEOFFREY,29,0.00
08426,H,GERMAN ANTONIO,29,0.00
08426,M,GHARIBA,29,0.00
08426,H,GHENADIE,29,0.00
08426,M,GHERGHINA,29,0.00
08426,M,GILLIAN,29,0.00
08426,M,GLADYS BEATRIZ,29,0.00
08426,M,GLORIA NANCY,29,0.00
08426,H,GONZALO JOSÉ,29,0.00
08426,H,GUANG,29,0.00
08426,H,GUILLERMO LUIS,29,0.00
08426,H,GUNTER,29,0.00
08426,H,GURJEET,29,0.00
08426,H,GUSTAVO FABIAN,29,0.00
08426,M,HAIYING,29,0.00
08426,M,HONGYAN,29,0.00
08426,M,HUERTAS,29,0.00
08426,H,ILUMINADO,29,0.00
08426,M,INAYA,29,0.00
08426,H,JAIRO ANDRÉS,29,0.00
08426,H,JAVIER ERNESTO,29,0.00
08426,H,JING,29,0.00
08426,H,JIRI,29,0.00
08426,H,JOACHIM,29,0.00
08426,H,JOAN DE DEU,29,0.00
08426,H,JOAN MIGUEL,29,0.00
08426,H,JOHN ALEJANDRO,29,0.00
08426,H,JONATHAN GABRIEL,29,0.00
08426,H,JORGE MAURICIO,29,0.00
08426,H,JORGE PABLO,29,0.00
08426,H,JORGE SANTIAGO,29,0.00
08426,H,JOSE GILBERTO,29,0.00
08426,H,JOSEP VICENTE,29,0.00
08426,H,JUAN JOSEP,29,0.00
08426,H,JUAN SIMON,29,0.00
08426,H,JULIO LUIS,29,0.00
08426,M,JÚLIA ELENA/JULIA ELENA,29,0.00
08426,H,KABA,29,0.00
08426,H,KACPER,29,0.00
08426,M,KALSOOM,29,0.00
08426,M,KAREN VANESSA,29,0.00
08426,M,KARINA ALEJANDRA,29,0.00
08426,M,KATHERIN,29,0.00
08426,M,KHIRA,29,0.00
08426,M,KYRA,29,0.00
08426,M,LAURA INÉS,29,0.00
08426,M,LIFANG,29,0.00
08426,M,LIZI,29,0.00
08426,M,LORENA ANDREA,29,0.00
08426,H,LORIS,29,0.00
08426,H,LUIS MARTIN,29,0.00
08426,H,LUIS ORLANDO,29,0.00
08426,H,LUIS SEBASTIAN/LUIS SEBASTIÁN,29,0.00
08426,H,MADI,29,0.00
08426,M,MAIDA,29,0.00
08426,H,MANUEL ALFREDO,29,0.00
08426,H,MANUEL FELIPE,29,0.00
08426,H,MAQSOOD,29,0.00
08426,H,MARC FRANCESC,29,0.00
08426,H,MARC ORIOL,29,0.00
08426,H,MARCELO ADRIAN,29,0.00
08426,H,MARCOS GABRIEL,29,0.00
08426,M,MAREME,29,0.00
08426,M,MARIA CASTILLO,29,0.00
08426,M,MARIA GLEVA,29,0.00
08426,M,MARIA GUILLERMINA,29,0.00
08426,M,MARIA JUNCAL,29,0.00
08426,M,MARIA OLIMPIA,29,0.00
08426,M,MARIA SEÑOR,29,0.00
08426,M,MARIA SOLEDAT,29,0.00
08426,M,MARIA TÀNIA/MARÍA TANIA,29,0.00
08426,M,MARIA VILLAR,29,0.00
08426,M,MARIANELLA,29,0.00
08426,M,MARICRUZ,29,0.00
08426,M,MARIE HELENE,29,0.00
08426,M,MARILIA,29,0.00
08426,H,MARIO CESAR,29,0.00
08426,H,MARTINA,29,0.00
08426,H,MARTÍN EZEQUIEL,29,0.00
08426,M,MARYAMA,29,0.00
08426,M,MARYIA,29,0.00
08426,M,MARÍA DE LA SALUD,29,0.00
08426,M,MASSIEL,29,0.00
08426,H,MATÍAS IGNACIO,29,0.00
08426,M,MEIYING,29,0.00
08426,M,MELBA,29,0.00
08426,M,MIREILLE,29,0.00
08426,H,MOCTAR,29,0.00
08426,H,MOHAMED ACHRAF,29,0.00
08426,M,MONICA SUSANA,29,0.00
08426,M,MONTSERRAT PILAR,29,0.00
08426,H,MORO,29,0.00
08426,H,MUMTAZ,29,0.00
08426,H,NARESH,29,0.00
08426,M,NEIDA,29,0.00
08426,M,NESRIN,29,0.00
08426,M,NISHA,29,0.00
08426,H,NOREDDINE,29,0.00
08426,M,NOSHEEN,29,0.00
08426,M,NURIA MERCEDES,29,0.00
08426,M,ODILIA,29,0.00
08426,M,OLINDA,29,0.00
08426,H,OLIVERIO,29,0.00
08426,H,OLMO,29,0.00
08426,H,ONESIMO,29,0.00
08426,H,PARVEZ,29,0.00
08426,M,PATRICIA DEL CARMEN,29,0.00
08426,M,PATRICIA MONICA,29,0.00
08426,M,PRIYANKA,29,0.00
08426,H,PROSPERO,29,0.00
08426,H,RAMESH,29,0.00
08426,H,RAMON EDUARDO,29,0.00
08426,H,RAÚL ANDRÉS,29,0.00
08426,H,RECAREDO,29,0.00
08426,H,REGINALDO,29,0.00
08426,M,REINA MARGARITA,29,0.00
08426,H,RICARDO DAVID,29,0.00
08426,H,RICARDO JUAN,29,0.00
08426,H,RICARDO RAFAEL,29,0.00
08426,M,RINA,29,0.00
08426,M,ROSA FRANCISCA,29,0.00
08426,M,SAJA,29,0.00
08426,M,SARA BEATRIZ,29,0.00
08426,M,SARA ESTHER,29,0.00
08426,H,SAULO,29,0.00
08426,M,SELÈNIA/SELENIA,29,0.00
08426,M,SENDA,29,0.00
08426,H,SERAJ,29,0.00
08426,H,SERGI JOSEP,29,0.00
08426,H,SERGIO IVAN/SERGIO IVÁN,29,0.00
08426,H,SID ALI,29,0.00
08426,M,SILA,29,0.00
08426,M,SILVIA LORENA,29,0.00
08426,M,SILVIYA,29,0.00
08426,M,SOBIHA,29,0.00
08426,M,STEFANA,29,0.00
08426,H,SUREN,29,0.00
08426,M,SUSANA CRISTINA,29,0.00
08426,M,SYLWIA,29,0.00
08426,H,TAMER,29,0.00
08426,H,TAOUFIQ,29,0.00
08426,M,TERESA ROSA,29,0.00
08426,M,TIGUIDA,29,0.00
08426,M,TIMEA,29,0.00
08426,M,UTE,29,0.00
08426,M,VESNA,29,0.00
08426,M,VLADA,29,0.00
08426,H,VÍCTOR JUAN,29,0.00
08426,H,VÍCTOR SANTIAGO,29,0.00
08426,H,WILLEM,29,0.00
08426,M,XIAODAN,29,0.00
08426,M,XIUZHEN,29,0.00
08426,M,YANELIS,29,0.00
08426,H,YEVGENIY,29,0.00
08426,H,ZAHOOR,29,0.00
08426,M,ZUNAIRA,29,0.00
08426,H,ÁLVARO ENRIQUE,29,0.00
08426,H,ÈDGAR ALEXANDER/EDGAR ALEXANDER,29,0.00
08426,M,ÍNGRID MARIA/ÍNGRID MARÍA,29,0.00
08652,H,ABLAYE,28,0.00
08652,H,ABUBAKARI,28,0.00
08652,H,ADRIAN IONUT,28,0.00
08652,M,AFSHAN,28,0.00
08652,M,AKIKO,28,0.00
08652,H,AKIRA,28,0.00
08652,H,ALBERTO ENRIQUE,28,0.00
08652,H,ALEX JAVIER/ÀLEX JAVIER/ÁLEX JAVIER,28,0.00
08652,H,ALEXANDER DAVID,28,0.00
08652,M,ALEXANDRA PATRÍCIA/ALEXANDRA PATRICIA,28,0.00
08652,H,ALFREDO ANTONIO,28,0.00
08652,M,ALICIA SUSANA,28,0.00
08652,H,ALIPIO,28,0.00
08652,M,ALIYA,28,0.00
08652,H,ALLAH,28,0.00
08652,M,ALÍCIA ISABEL/ALICIA ISABEL,28,0.00
08652,M,ANA DEL ROCIO,28,0.00
08652,M,ANA MARINA,28,0.00
08652,H,ANDRE FILIPE,28,0.00
08652,M,ANDREA SOFIA/ANDREA SOFÍA,28,0.00
08652,M,ANEELA,28,0.00
08652,H,ANTHONY DAVID,28,0.00
08652,H,ANTONIO JAIME,28,0.00
08652,H,ANXO,28,0.00
08652,H,APOLO,28,0.00
08652,H,AREN,28,0.00
08652,H,ARSALAN,28,0.00
08652,M,ASELA,28,0.00
08652,M,ASMAT,28,0.00
08652,M,AURELIANA,28,0.00
08652,H,BALVIR,28,0.00
08652,M,BATOULA,28,0.00
08652,M,BIANCA ELENA,28,0.00
08652,H,BOUSELHAM,28,0.00
08652,H,BRYAN DAVID,28,0.00
08652,H,CAIO,28,0.00
08652,H,CAMILO JOSE,28,0.00
08652,H,CARLOS NICOLÁS,28,0.00
08652,H,CARLOS PEDRO,28,0.00
08652,M,CARMEN EMILIA,28,0.00
08652,M,CHEYENNE,28,0.00
08652,M,CHRIFA,28,0.00
08652,H,CLAUDIO ALBERTO,28,0.00
08652,H,CORRADO,28,0.00
08652,H,CRISTIÁN ADRIÁN,28,0.00
08652,H,DANIAL,28,0.00
08652,M,DANITZA,28,0.00
08652,H,DANY,28,0.00
08652,M,DAVID,28,0.00
08652,H,DAVID ALEXANDRU,28,0.00
08652,H,DAVID JORGE,28,0.00
08652,M,DESISLAVA,28,0.00
08652,M,DIANA CECÍLIA/DIANA CECILIA,28,0.00
08652,H,DIEGO ERNESTO,28,0.00
08652,M,DIENABOU,28,0.00
08652,H,DINESH,28,0.00
08652,H,DJILALI,28,0.00
08652,H,DOMINGOS,28,0.00
08652,M,DORITA,28,0.00
08652,H,DZMITRY,28,0.00
08652,H,EDOUARD,28,0.00
08652,H,EDWIN ALBERTO,28,0.00
08652,M,EL HASSANIA,28,0.00
08652,M,ELENA ALINA,28,0.00
08652,H,ELIA,28,0.00
08652,H,EMILIAN,28,0.00
08652,M,EMMANUELA,28,0.00
08652,H,ENRIQUE EDUARDO,28,0.00
08652,H,EVENCIO,28,0.00
08652,M,EZEQUIELA,28,0.00
08652,M,FACUNDA,28,0.00
08652,M,FATOUMA,28,0.00
08652,H,FEDERICO MARTIN,28,0.00
08652,H,FERNEY,28,0.00
08652,H,FRANCISCO ALFONSO,28,0.00
08652,H,FRANCISCO SOLANO,28,0.00
08652,H,GABRIEL FRANCISCO,28,0.00
08652,M,GETA,28,0.00
08652,H,GHEORGHE DANIEL,28,0.00
08652,H,GIA,28,0.00
08652,M,GLADYS ELIZABETH,28,0.00
08652,H,GLENN,28,0.00
08652,H,GRACILIANO,28,0.00
08652,H,GULZAR,28,0.00
08652,M,HADIL,28,0.00
08652,H,HAI,28,0.00
08652,H,HAIJUN,28,0.00
08652,M,HAMNA,28,0.00
08652,M,HANIA,28,0.00
08652,H,HANS PETER,28,0.00
08652,H,HECHAM,28,0.00
08652,H,HENRRY,28,0.00
08652,H,HÈCTOR FERNANDO/HÉCTOR FERNANDO,28,0.00
08652,M,INGE,28,0.00
08652,M,INMACULADA MARIA/INMACULADA MARÍA,28,0.00
08652,H,IOAN DANIEL,28,0.00
08652,M,IRAÏS/IRAÍS/IRAIS,28,0.00
08652,M,ISABEL DEL CARMEN,28,0.00
08652,H,ISHAC,28,0.00
08652,M,IULIA MARIA/IULIA MARÍA,28,0.00
08652,M,IVETA,28,0.00
08652,H,IZHAN,28,0.00
08652,H,JAIME FERNANDO,28,0.00
08652,M,JAIONE,28,0.00
08652,H,JARNAIL,28,0.00
08652,H,JILLALI,28,0.00
08652,H,JOAN VICENÇ,28,0.00
08652,M,JOANNA MARIA/JOANNA MARÍA,28,0.00
08652,H,JOEY,28,0.00
08652,H,JOHN WILLIAM,28,0.00
08652,H,JORGE GUSTAVO,28,0.00
08652,H,JOSE ISRAEL,28,0.00
08652,H,JOSE MATEO,28,0.00
08652,H,JOSE SIMON,28,0.00
08652,H,JOSEP AGUSTÍ,28,0.00
08652,H,JOSEP DANIEL,28,0.00
08652,H,JOSÉ LUCAS,28,0.00
08652,H,JUAN ADOLFO,28,0.00
08652,H,JUAN SERGIO,28,0.00
08652,M,JUANA MANUELA,28,0.00
08652,H,JULIANO,28,0.00
08652,M,KARLA GABRIELA,28,0.00
08652,H,KAROL,28,0.00
08652,M,KSENIYA,28,0.00
08652,M,KULWANT,28,0.00
08652,H,KUMAR,28,0.00
08652,H,LAWRENCE,28,0.00
08652,H,LEONARDO ENRIQUE,28,0.00
08652,H,LEONARDO FABIO,28,0.00
08652,M,LIBERATA,28,0.00
08652,M,LILIANA ISABEL,28,0.00
08652,M,LINLIN,28,0.00
08652,M,LIOBA,28,0.00
08652,H,LUAY,28,0.00
08652,H,LUCAS ALEJANDRO,28,0.00
08652,M,LUCINIA,28,0.00
08652,H,LUIS BERNARDO,28,0.00
08652,H,LUIS LEONARDO,28,0.00
08652,H,MACIEJ,28,0.00
08652,H,MAJD,28,0.00
08652,M,MAJDOULINE,28,0.00
08652,H,MALAMINE,28,0.00
08652,M,MALVA,28,0.00
08652,H,MANINDER,28,0.00
08652,H,MANUEL AUGUSTO,28,0.00
08652,H,MARC DANIEL,28,0.00
08652,M,MARIA DE LA CONCEPCIÓN/MARÍA DE LA CONCEPCIÓN,28,0.00
08652,M,MARIA DORA,28,0.00
08652,M,MARIA DULCE NOMBRE,28,0.00
08652,M,MARIA ELBA,28,0.00
08652,M,MARIA ELDA/MARÍA ELDA,28,0.00
08652,M,MARIA ELIDA,28,0.00
08652,M,MARIA FUENCISLA,28,0.00
08652,M,MARINA CARMEN,28,0.00
08652,H,MARIO ALEXANDER,28,0.00
08652,H,MATTHEW JOHN,28,0.00
08652,H,MATVEY,28,0.00
08652,H,MAURICIO JAVIER,28,0.00
08652,H,MAXWELL,28,0.00
08652,H,MAYKEL,28,0.00
08652,H,MEKKI,28,0.00
08652,H,MEZIANE,28,0.00
08652,H,MIHAI GABRIEL,28,0.00
08652,H,MIQUEL JOSEP,28,0.00
08652,M,MORENA,28,0.00
08652,M,NADJA,28,0.00
08652,M,NANI,28,0.00
08652,H,NAPOLEÓN,28,0.00
08652,M,NATALJA,28,0.00
08652,M,NATÀLIA ALEJANDRA/NATALIA ALEJANDRA,28,0.00
08652,M,NICOLLE,28,0.00
08652,H,NICOLÁS FRANCISCO,28,0.00
08652,H,OUAIL,28,0.00
08652,M,OUISSAL,28,0.00
08652,H,OUTMANE,28,0.00
08652,H,PAATA,28,0.00
08652,M,PARAMJEET,28,0.00
08652,H,PASCASIO,28,0.00
08652,M,PATRICIA ANN,28,0.00
08652,H,PAUL DAVID,28,0.00
08652,M,QINGQING,28,0.00
08652,H,RADOSLAV,28,0.00
08652,H,RAFAEL IGNACIO,28,0.00
08652,H,RAFAEL RAMON,28,0.00
08652,H,RAÜL ERNESTO/RAÚL ERNESTO,28,0.00
08652,H,REDUAN,28,0.00
08652,M,REYNA,28,0.00
08652,H,RICARDO ALEJANDRO,28,0.00
08652,M,RITA DE CASSIA,28,0.00
08652,H,ROBERT ANDREI,28,0.00
08652,H,ROBERT JAMES,28,0.00
08652,H,ROBERTO MIGUEL,28,0.00
08652,M,ROSA BEATRIZ,28,0.00
08652,H,ROURE,28,0.00
08652,M,RUPERTA,28,0.00
08652,H,SAGHIR,28,0.00
08652,H,SALIH,28,0.00
08652,H,SAMEER,28,0.00
08652,H,SANDER,28,0.00
08652,M,SANJA,28,0.00
08652,H,SANTIAGO ENRIQUE,28,0.00
08652,M,SATOU,28,0.00
08652,M,SEEMA,28,0.00
08652,H,SERGIO GUSTAVO,28,0.00
08652,H,SIDI MOHAMED,28,0.00
08652,M,SIOMARA,28,0.00
08652,M,SOUADIA,28,0.00
08652,H,STEFFEN,28,0.00
08652,H,SURESH,28,0.00
08652,M,SÍRIA/SIRIA,28,0.00
08652,H,TAJINDER,28,0.00
08652,H,TEOLINDO,28,0.00
08652,M,TRINIDAD MARIA/TRINIDAD MARÍA,28,0.00
08652,M,VANINA,28,0.00
08652,M,VENERA,28,0.00
08652,H,VICENZO,28,0.00
08652,H,VÍCTOR RAFAEL,28,0.00
08652,M,WASSILA,28,0.00
08652,M,XIAOYUN,28,0.00
08652,H,XINYU,28,0.00
08652,M,YIYI,28,0.00
08652,H,YOSEF,28,0.00
08652,M,YUHAN,28,0.00
08652,M,ZAINA,28,0.00
08652,M,ZHEN,28,0.00
08652,H,ÀNGEL SANTIAGO/ÁNGEL SANTIAGO,28,0.00
08878,H,ABDELMOUGHIT,27,0.00
08878,H,ABELARD,27,0.00
08878,H,ABUBAKARY,27,0.00
08878,H,ADELARDO,27,0.00
08878,H,AHMADOU,27,0.00
08878,H,ALADJI,27,0.00
08878,H,ALBÀ,27,0.00
08878,M,ALEJANDRA BEATRIZ,27,0.00
08878,H,ALEXANDRU IOAN,27,0.00
08878,H,ALFONSO MARÍA,27,0.00
08878,M,ALINA GABRIELA,27,0.00
08878,M,AMANDINE,27,0.00
08878,H,AMÉRICO,27,0.00
08878,M,ANA CARLA,27,0.00
08878,M,ANA JUDITH,27,0.00
08878,M,ANDREA LORENA,27,0.00
08878,M,ANDREA STEFANIA,27,0.00
08878,H,ANDREI GABRIEL,27,0.00
08878,H,ANNA,27,0.00
08878,M,ANNABELLE,27,0.00
08878,H,ANTHONY ALEXANDER,27,0.00
08878,M,ANUNCIA,27,0.00
08878,M,ARAITZ,27,0.00
08878,H,ARTAL,27,0.00
08878,H,ASAAD,27,0.00
08878,M,ATANASIA,27,0.00
08878,H,AUGUSTINE,27,0.00
08878,M,AURITA,27,0.00
08878,H,AVTANDIL,27,0.00
08878,M,BADRIA,27,0.00
08878,H,BENNACEUR,27,0.00
08878,H,BERNHARD,27,0.00
08878,H,BILLAL,27,0.00
08878,M,BONAVENTURA,27,0.00
08878,H,BRAYAN ALEXANDER,27,0.00
08878,H,BRYANT,27,0.00
08878,H,BYRON,27,0.00
08878,M,CANDIDA ROSA,27,0.00
08878,M,CARLA GABRIELA,27,0.00
08878,H,CARLOS RICARDO,27,0.00
08878,H,CARLOS RODRIGO,27,0.00
08878,M,CARMEN ESTHER,27,0.00
08878,M,CARMEN LILIANA,27,0.00
08878,M,CECILIA ELIZABETH,27,0.00
08878,H,CHAOUKI,27,0.00
08878,H,CHRIS,27,0.00
08878,H,CHRISTIAN MANUEL,27,0.00
08878,H,CINTO,27,0.00
08878,M,CLARA ELENA,27,0.00
08878,H,CLAUDIO DANIEL,27,0.00
08878,H,CLAUDIO JOSE,27,0.00
08878,M,CLÀUDIA XIMENA/CLAUDIA XIMENA,27,0.00
08878,M,CORI,27,0.00
08878,M,CRESENCIA,27,0.00
08878,M,CRISTAL,27,0.00
08878,M,CRISTINA ALEJANDRA,27,0.00
08878,M,CRISTINA DANIELA,27,0.00
08878,M,CRISTINA PILAR,27,0.00
08878,M,DADO,27,0.00
08878,M,DAMASA,27,0.00
08878,H,DAMIANO,27,0.00
08878,H,DANIEL ARTURO,27,0.00
08878,H,DANIEL CRISTIAN,27,0.00
08878,H,DANIEL IOAN,27,0.00
08878,M,DARIYA,27,0.00
08878,H,DAVID CRISTIÁN,27,0.00
08878,M,DEOGRACIAS,27,0.00
08878,H,DIALLO,27,0.00
08878,M,DIANA BEATRIZ,27,0.00
08878,H,DIEGO RAFAEL,27,0.00
08878,M,DIGNA EMERITA,27,0.00
08878,H,DILBAG,27,0.00
08878,M,DIVINA PASTORA,27,0.00
08878,M,DONATILA,27,0.00
08878,M,DORA ALICIA,27,0.00
08878,H,DOUDOU,27,0.00
08878,H,EDEN,27,0.00
08878,H,EDISON JAVIER,27,0.00
08878,M,EGLE,27,0.00
08878,H,EL KHADIR,27,0.00
08878,M,ELENA BEATRIZ,27,0.00
08878,H,ELIEL,27,0.00
08878,M,ELPIDIA,27,0.00
08878,M,EMELY,27,0.00
08878,M,EMI,27,0.00
08878,M,EMPERATRIZ,27,0.00
08878,H,ENRIQUE ALBERTO,27,0.00
08878,H,ERIN,27,0.00
08878,H,ESTEBAN ANDRES,27,0.00
08878,H,EYAD,27,0.00
08878,M,FADUA,27,0.00
08878,H,FAHIM,27,0.00
08878,M,FEI,27,0.00
08878,M,FELISA MARIA,27,0.00
08878,M,FERDAOUSS,27,0.00
08878,H,FERNANDO RAFAEL,27,0.00
08878,M,FLOR MARINA,27,0.00
08878,H,FLORIN CRISTIAN,27,0.00
08878,H,FLORINEL,27,0.00
08878,H,FRANCESC JAVIER,27,0.00
08878,H,FRANCISCO EUGENIO,27,0.00
08878,H,FRANCISCO MARTÍN,27,0.00
08878,H,FRANCISCO PABLO,27,0.00
08878,M,FUENCISLA,27,0.00
08878,H,GAUDENCIO,27,0.00
08878,H,GERMÁN EDUARDO,27,0.00
08878,M,GHALIA,27,0.00
08878,M,GHULAM,27,0.00
08878,H,GIBRIL,27,0.00
08878,M,GIMENA,27,0.00
08878,M,GINA PAOLA,27,0.00
08878,H,GIO,27,0.00
08878,M,GRAZIA,27,0.00
08878,H,GRIGOR,27,0.00
08878,H,GUILLERMO EDUARDO,27,0.00
08878,H,GURMIT,27,0.00
08878,H,GURNAM,27,0.00
08878,M,HATOU,27,0.00
08878,M,HONORATA,27,0.00
08878,H,IEVGEN,27,0.00
08878,H,INTI,27,0.00
08878,H,IOAN CRISTIAN,27,0.00
08878,H,IONUT CATALIN,27,0.00
08878,M,IRMINA,27,0.00
08878,H,ISA,27,0.00
08878,M,ISHRAT,27,0.00
08878,H,IVAN DANIEL/IVÁN DANIEL,27,0.00
08878,H,JADIEL,27,0.00
08878,H,JAMSHAID,27,0.00
08878,H,JANKO,27,0.00
08878,H,JEAN FRANCOIS,27,0.00
08878,M,JENNY ALEXANDRA,27,0.00
08878,H,JERRY,27,0.00
08878,H,JESUS JOAQUIN,27,0.00
08878,H,JESÚS ALFONSO,27,0.00
08878,H,JHONNATAN,27,0.00
08878,H,JIACHENG,27,0.00
08878,H,JIANZHONG,27,0.00
08878,H,JIAQI,27,0.00
08878,H,JOAN DÍDAC,27,0.00
08878,H,JOAQUIN IGNACIO,27,0.00
08878,M,JOELMA,27,0.00
08878,H,JORGE ARIEL,27,0.00
08878,H,JORGE AUGUSTO,27,0.00
08878,H,JORGE MARCELO,27,0.00
08878,H,JORGE ÁNGEL,27,0.00
08878,H,JOSÉ ARIEL,27,0.00
08878,H,JUAN BLAS,27,0.00
08878,M,JUANA CARMEN,27,0.00
08878,H,JULIO DAVID,27,0.00
08878,M,KARINA ALEXANDRA,27,0.00
08878,H,KARL HEINZ,27,0.00
08878,M,KATIUSKA,27,0.00
08878,H,KEITH,27,0.00
08878,M,KHADYJA,27,0.00
08878,H,KHAN,27,0.00
08878,H,KIRAN,27,0.00
08878,H,KOSTIANTYN,27,0.00
08878,H,LAIA,27,0.00
08878,M,LAURA CECÍLIA/LAURA CECILIA,27,0.00
08878,M,LAURA PILAR,27,0.00
08878,M,LAURA SUSANA,27,0.00
08878,M,LIAN,27,0.00
08878,M,LIBERTA,27,0.00
08878,M,LINAREJOS,27,0.00
08878,M,LISA MARIE,27,0.00
08878,H,LISARD,27,0.00
08878,H,LLUÍS ANTONI,27,0.00
08878,H,LOT,27,0.00
08878,H,LUIS PATRICIO,27,0.00
08878,M,LUISA ELENA,27,0.00
08878,M,LUTGARDA,27,0.00
08878,H,LYES,27,0.00
08878,H,MAAMAR,27,0.00
08878,H,MAMADOU SAIDOU,27,0.00
08878,H,MANJEET,27,0.00
08878,H,MANUEL RAFAEL,27,0.00
08878,H,MARCK,27,0.00
08878,M,MARIA ARGEME,27,0.00
08878,M,MARIA DE GADOR,27,0.00
08878,M,MARIA ERMITAS,27,0.00
08878,M,MARIA FLORINDA,27,0.00
08878,M,MARIA JACQUELINE,27,0.00
08878,M,MARIA LUCIANA/MARÍA LUCIANA,27,0.00
08878,M,MARIA MADALINA,27,0.00
08878,M,MARIA RENEE,27,0.00
08878,M,MARIA TRINITAT,27,0.00
08878,H,MARICEL,27,0.00
08878,H,MARINEL,27,0.00
08878,H,MARIO JORGE,27,0.00
08878,M,MARLENI,27,0.00
08878,M,MARTA ALICIA,27,0.00
08878,H,MARTÍN NICOLÁS,27,0.00
08878,H,MATHEO,27,0.00
08878,H,MD ABDUL,27,0.00
08878,M,MERCEDES CARMEN,27,0.00
08878,H,MICHAEL ANDRÉS,27,0.00
08878,H,MIGUEL RAFAEL,27,0.00
08878,H,MIN,27,0.00
08878,H,MIQUEL LLUÍS,27,0.00
08878,H,MIQUEL RAMON,27,0.00
08878,H,MOHAMED KARIM,27,0.00
